,equity_equal_weight__base,equity_equal_weight__tilt,equity_min_variance__base,equity_min_variance__tilt,equity_max_sharpe__base,equity_max_sharpe__tilt,equity_risk_parity__base,equity_risk_parity__tilt,combined_equal_weight__base,combined_equal_weight__tilt,combined_min_variance__base,combined_min_variance__tilt,combined_max_sharpe__base,combined_max_sharpe__tilt,combined_risk_parity__base,combined_risk_parity__tilt
2021-01-15,-0.010835450462099163,-0.01065188765648065,-0.001825727723349963,-0.003369888702640613,-0.0022564881712676048,-0.0039051831377916297,-0.007251864979690026,-0.007303797817309172,-0.015495323336940953,-0.014678161190214672,-0.002830274981243809,-0.004043940445809257,-0.04906985569575008,-0.04848195504851106,-0.01070375082162267,-0.010187162185891952
2021-01-19,0.00728379663203324,0.0072128270443576935,0.0031457191036556695,0.0022675512317864737,0.017043908031893703,0.01708633564316561,0.006432558401178513,0.0063529061064646775,0.007634480717274238,0.007524005863174283,0.00605987138690562,0.005199851034293768,0.005960337652990265,0.00613066988044556,0.006886631553589805,0.006794108051742263
2021-01-20,0.007972222095949907,0.008198677968920372,0.008276628877599335,0.007916506368127157,0.02564623287591201,0.02523976978141042,0.00920415857381803,0.009293677523041208,0.005661901921990957,0.006183112388989226,0.011267362730743847,0.010391502060549083,-0.003816279413936462,-0.003070781350946729,0.007698946568419243,0.008029637739469212
2021-01-21,-0.00735487307514049,-0.007044166964845824,-0.007003447698292142,-0.00671158249418681,0.0057161534652438225,0.007514792017672711,-0.006001635863623912,-0.005817808972640181,-0.02779127793435051,-0.024631127852996506,-0.007856607397711449,-0.007492154212117388,-0.11355092081388962,-0.10985522014464129,-0.01955236729835037,-0.017224932855708072
2021-01-22,-0.0028008371292316966,-0.0029751809264937164,0.0010893728172400683,0.0014451067249428903,-0.0050720438533417775,-0.00538216501272522,-0.002460138632831004,-0.002587444198897155,0.007759507727108146,0.006114709821152616,0.00030434381065917547,0.0008725246245610556,0.061073435384708594,0.059298624248737816,0.004404302851427511,0.003202889177482717
2021-01-25,0.0019324605381932259,0.0017008797731649008,0.0032124695377348973,0.0027595437138753795,0.0009048350200927839,0.0008343648282197957,0.003120364399636492,0.002837920281231079,-0.0020777196750773348,-0.0017083079074367985,0.003332911523579173,0.0029615209634567792,-0.008450597121406882,-0.008348412185330044,0.0005124789406224593,0.0006976850566565657
2021-01-26,-0.005039220682649927,-0.004942707684036438,0.0007965763478469938,0.00110167009306382,-0.010229017630975008,-0.01044549640135072,-0.0032966261198824416,-0.0033397376206851922,-0.004617090510871493,-0.004594160933908556,-0.00023324106981738148,0.00018912092875813467,0.00416958850483743,0.003671552338932847,-0.003312389497560616,-0.003365667333412003
2021-01-27,-0.02581577840422142,-0.026372637671057436,-0.02276292695974473,-0.024078617233352584,-0.04339401296914814,-0.04337255445901264,-0.025303570276499144,-0.02584541096876715,-0.03390197079643124,-0.03323411792182945,-0.021549853811877066,-0.02287913303830106,-0.06269377689744211,-0.062090202360438454,-0.030493546701224228,-0.030135634076072077
2021-01-28,0.010643214962448225,0.011009635138147506,0.0006718794726338358,0.0017334922405639222,0.02222739126208787,0.021255109989474774,0.009823680975326531,0.010187237569229915,0.024511344724528247,0.02286154733015157,0.0006540462639973519,0.0013451460195231335,0.08689329551066136,0.08501614722462511,0.018682183695516223,0.017545243854921105
2021-01-29,-0.01479378312667068,-0.014716721731714231,-0.013027860953422258,-0.014535780975082409,-0.00596023478075059,-0.0058699490924162614,-0.013137658707110436,-0.01324132055004219,-0.0076170751428229,-0.008567295736537722,-0.01171452121933504,-0.01328662039452047,0.021024877972129315,0.02039468887333449,-0.008357354625785188,-0.009186484633859382
2021-02-01,0.008517686014717273,0.009247674502567037,0.001285950543437697,0.0010467118090231498,0.014290328732163987,0.01604758178513281,0.007923436569336506,0.008571434191884324,0.010204431715737181,0.010802507364027639,0.0013463995724185193,0.001047848763464799,0.022660787180008343,0.022594128656250136,0.008900117886361683,0.009466387338172094
2021-02-02,0.017473889706152945,0.01717533379433059,0.007654119908053253,0.0074535563268942505,0.025541336740384186,0.02502615206348839,0.015943897566278866,0.015663217947686433,0.0214035617840536,0.021185343304976203,0.00718120421686614,0.0070893780712253515,0.051117342436031,0.050596288831256234,0.018393447508735263,0.01819161818950923
2021-02-03,0.0019027846101926735,0.001735567276648033,-0.0030385318642877973,-0.002361091355967143,-0.011750135452588397,-0.011055538876168535,-0.0011602322794912769,-0.0011258032291693526,0.009427809957152509,0.009346498933488746,-0.0037776422247384474,-0.0028673409090113375,0.03693526103200215,0.036182536872324894,0.00389480601528613,0.003996860122914631
2021-02-04,0.009138734300265725,0.00902520707113026,0.0017417945632215654,0.002006361078952415,-0.012781537839221183,-0.014299324834184526,0.007963781754790154,0.007939189671815929,0.004677017929212064,0.004548273284608957,0.0011920190953665488,0.0019216514639281467,-0.016288128458318268,-0.015779469987278923,0.004974018152692517,0.004969645870345609
2021-02-05,0.006317001689045663,0.005992001045507848,0.008862314772892989,0.008759469698960529,-0.005034376515167593,-0.0051598132980335875,0.007000712050301002,0.006689711828947014,0.01929836944865081,0.019127701161176798,0.011622118848734101,0.01105298040594013,0.03393178507559853,0.03317836822454292,0.015261256121257356,0.01502176946015446
2021-02-08,0.013036997474039065,0.012717701861114419,-0.0006815300324404638,-0.0004221259592081213,0.030689571004516365,0.03193918995926528,0.009572066608812923,0.009282833659266687,0.024349974909302272,0.024171233528026092,0.0012973934805650899,0.00114998820353298,0.12190443383774532,0.12072745019240921,0.01772100920615524,0.01751933870540177
2021-02-09,-0.0027438667563593655,-0.002210002859232243,0.0025313812565515422,0.002505477747019289,-0.01892471654648649,-0.01747916446776477,-0.0024068658679153227,-0.0018866004005205974,0.008633479616969735,0.009165106488851497,0.001289837685410726,0.0015192008541289373,0.0016536130000042015,0.001398809248367869,0.004971482186946928,0.005513447965936065
2021-02-10,0.0014557026145883098,0.0015713054188702079,-0.006922729542132458,-0.006974603152295613,0.009429708808895876,0.010888949757849573,0.00019119087440095707,0.000343336258382626,0.008348949512855613,0.00849810512560508,-0.006851754285866704,-0.0069168641118628965,-0.002714919119427053,-0.0019985832976130323,0.004077512307438585,0.004251254856688422
2021-02-11,-0.001030383556659906,-0.0009451338449370398,0.0013266220221010187,0.0010782578944967692,0.008507181962197923,0.00954615384789095,-0.0008318525559901737,-0.0007980958682977607,0.012119537999230361,0.012291514785332457,-0.0010265630854958566,-0.000856213292370211,0.06070785214830092,0.0601512454232489,0.007654530324824704,0.007787982139348267
2021-02-12,0.004467629428637099,0.004054723757154459,0.003466158084925927,0.003419980147707186,-0.0007252936309878828,-0.0012252517537799897,0.0037764056144795367,0.00338846637112486,0.012771234706878482,0.012491480688277755,0.0038291311901034165,0.003646259557417381,0.02247993455264323,0.021687059140462782,0.008633700640278706,0.008329152031904282
2021-02-16,0.0005560289992204572,0.00048757085614454187,-0.004713145515225295,-0.0045123264506101955,0.0008652818320867153,0.0021222796342490547,-0.002229451321145366,-0.0022095417558367827,8.878331594455713e-05,2.823220091214575e-05,-0.007002127681377571,-0.0064949315951917976,0.01677821935370561,0.01691793687683843,-0.002307498426057565,-0.0022637739385213563
2021-02-17,0.002470031678470779,0.002424377560139276,0.01088579885307357,0.010881558705312424,-0.015065290553478248,-0.015894277949533377,0.002871935559338367,0.00287183462265016,0.009077872795865008,0.009090661087509085,0.008655421753405251,0.009184110268463448,0.030230986453621565,0.029119148009250063,0.007163017507416758,0.007223075884637207
2021-02-18,-0.005919355778125219,-0.0056511256312520184,-0.01630390445144312,-0.017025746138347533,-0.001205569777214538,-0.0015022000419207737,-0.004280494034765239,-0.00411941422437563,-0.004446512107421032,-0.00421201310907945,-0.01345698363677352,-0.01451317592508413,-0.0025160120809609786,-0.0025627878520075335,-0.0035688445585467616,-0.0034392092791029746
2021-02-19,0.0011058595895655542,0.0007969680486011985,-0.006780403291380054,-0.006532215344568511,-0.00025661178720205025,0.0004105592543891345,-0.0016650944534986366,-0.0018728658124838179,0.00908485215560188,0.008889149033560827,-0.007198235348364599,-0.006871257196756455,0.0497400094463999,0.048901111990169,0.0038604610488428047,0.00375095592208573
2021-02-22,0.0021419187071920528,0.0013163402426347548,0.0017987472491542927,0.0020336660509360366,-0.029331449928453695,-0.03014810243260541,0.0004718220211788048,-0.00014508377131120507,-0.008683328312674092,-0.009453434712215044,0.0014475925815374696,0.001526822460533628,-0.05521890993516578,-0.05487373227552114,-0.00652968859610652,-0.0071423346531042245
2021-02-23,0.000247470338147786,0.0003913565510104297,-0.006831302822457482,-0.006693186001937432,-0.011814645957980978,-0.012159166218263741,-0.00031222315474388777,-0.00012112338543373129,-0.026107713165073612,-0.026190506570213518,-0.006936598704250524,-0.0066326464719740925,-0.09254452068313482,-0.09103831955310433,-0.0171274908556013,-0.01708989669257391
2021-02-24,0.014576435503532909,0.014168162043039683,-0.0037310918638470093,-0.003702574060498172,0.018085754378933484,0.018617816600712527,0.010079953929668033,0.009767029439230517,0.018758703010906316,0.018451134707270236,-0.002943306533618144,-0.003000989418423626,0.0270636637838681,0.027017397956158616,0.012953312048768838,0.012717882892733845
2021-02-25,-0.018364899811465815,-0.01826958864467078,-0.008287093680664496,-0.007991884616799557,-0.04088450138635272,-0.0435618879846794,-0.016001218235688366,-0.01585344242016588,-0.02413005959171149,-0.024095055406136406,-0.00845797751237234,-0.007994009287745914,-0.06404213437462125,-0.06436851572566862,-0.020023039257647857,-0.01993031710330366
2021-02-26,-0.012928311779984667,-0.013001334546760864,-0.018534148586143925,-0.018767074866421825,0.011623944649574695,0.012587898098549474,-0.013076681153764976,-0.01323142370290054,-0.010366431104046593,-0.010407504295155271,-0.01851509937778819,-0.018595075221817494,0.006846933725860526,0.007295637764195136,-0.01193086990538428,-0.01203785845566084
2021-03-01,0.019963326496913788,0.019075375721986372,0.00788751733166828,0.0076684780299236905,0.016760151378192516,0.016656809921714966,0.018177044110377977,0.017315313957772516,0.027648109503017663,0.026937233548072592,0.008320157642174005,0.008040857651592938,0.05112268661821256,0.052094790639861666,0.02322753303612376,0.02245391100420836
2021-03-02,-0.002791341663546041,-0.0027481745369056024,0.0005143482053132356,0.000553101916614787,-0.009947257497043609,-0.009748755537962273,-0.0021936370947620433,-0.0021426048164685527,-0.004995095667853329,-0.00496754095864398,0.0029299003752168993,0.0028390452386115234,-0.022631000046668258,-0.023265276811080583,-0.003380737120465927,-0.003330955566715146
2021-03-03,-0.007037085444928419,-0.007352703774969048,-0.008661463623008587,-0.008796409738551848,-0.022064591458465396,-0.02263899941592249,-0.009105891950714984,-0.009434300120849814,-0.00033320893871828755,-0.0005704998046082142,-0.011111682641064088,-0.01118538088931574,0.01560100049723008,0.01635269725577965,-0.004677127624947475,-0.004967276993374332
2021-03-04,-0.007899217627752664,-0.007445362756588223,-0.004901651727589347,-0.004786359758556572,-0.019454564524063328,-0.019857328312125673,-0.008332767844492012,-0.007981374996410847,-0.009153766461762134,-0.008780618597960473,-0.004634795357467087,-0.004497363415502836,-0.035721159685211404,-0.036601976673811154,-0.008944613338702615,-0.00862930463825305
