,equity_equal_weight,equity_min_variance,equity_max_sharpe,equity_risk_parity,crypto_equal_weight,crypto_min_variance,crypto_max_sharpe,crypto_risk_parity,combined_equal_weight,combined_min_variance,combined_max_sharpe,combined_risk_parity
2020-12-09,,,,,0.03684153008369282,0.019766991432035412,0.028340774952403974,0.03292777358662558,,,,
2020-12-10,,,,,-0.027883689824153537,-0.01824379734098167,-0.024038647677788856,-0.026237233964433834,,,,
2020-12-11,,,,,-0.02693740816192984,-0.013132986856937772,-0.01758080045568345,-0.025179999229627423,,,,
2020-12-12,,,,,0.02762033983663024,0.038528917312056196,0.04036939176649722,0.029072886399542253,,,,
2020-12-13,,,,,0.04034339937304878,0.020475530658902417,0.034740856191179836,0.03764704143374912,,,,
2020-12-14,,,,,-0.004087447267204858,0.0014784193301005356,0.005421402491554152,-0.003367495344494091,,,,
2020-12-15,,,,,-0.0036798828565478784,0.008389978176277938,0.0011096226390329544,-0.0012952831840584243,,,,
2020-12-16,,,,,0.10546735210971075,0.09058341123124605,0.08902301467559244,0.10226581327270931,,,,
2020-12-17,,,,,0.009888917234906036,0.05406422944538762,0.029550093490781342,0.01424841751408017,,,,
2020-12-18,,,,,0.015155018381917908,0.010093886648524151,0.014833989760258213,0.015577434952506191,,,,
2020-12-19,,,,,0.013790445494300932,0.025778349175845455,0.015958715209280605,0.01612750376080005,,,,
2020-12-20,,,,,-0.0055759793954341386,-0.008980384970932575,-0.021937558042672875,-0.004275941448371982,,,,
2020-12-21,,,,,-0.06155292567046387,-0.036283568278047414,-0.040297081304373684,-0.06020861159274816,,,,
2020-12-22,,,,,0.0029169318350360084,0.033273104595518896,0.038008629930520614,0.00740179186626351,,,,
2020-12-23,,,,,-0.16479064545891137,-0.059440646376404165,-0.06495514804548573,-0.1542253021534456,,,,
2020-12-24,,,,,0.13088720446010557,0.04175568273170515,0.051727693734613514,0.11960659731277815,,,,
2020-12-25,,,,,0.02590357313179433,0.03808545218147995,0.03183632546559173,0.02992538316577304,,,,
2020-12-26,,,,,-0.0021636567802180593,0.056199875197478454,0.0371859494218132,0.003324578464046643,,,,
2020-12-27,,,,,0.010300683386022625,-0.002909186921934573,0.01876770681426937,0.011590531709129978,,,,
2020-12-28,,,,,0.026982186027916952,0.02947878851303867,0.06760142791218408,0.028038954523697507,,,,
2020-12-29,,,,,-0.021987362638587374,-0.00020895111644706756,0.022637931389440688,-0.02093581407838945,,,,
2020-12-30,,,,,-0.00791083225521614,0.03909560725619876,0.02474427112766422,-0.0026881819678399275,,,,
2020-12-31,,,,,-0.010734631048652776,0.002287669523174207,-0.007033676694811307,-0.010380388496753839,-0.011734631048652775,0.0016054924524870656,-0.0002570361818874505,-0.011442011112451696
2021-01-01,,,,,0.011329133285298942,0.009468947123906536,0.007422127152073197,0.009096934426485773,,,,
2021-01-02,,,,,0.02072716260525204,0.07974249642719579,0.08688852593294565,0.029171466574844186,,,,
2021-01-03,,,,,0.11625440576667895,0.057256950040267054,0.06954130383581948,0.11739332463957468,,,,
2021-01-04,-0.014701064199660194,-0.007194914609721894,-0.01478353237260165,-0.014453171945196935,0.04516079223322002,-0.00376791845999161,-0.005988329202471164,0.03588761363849642,-0.005557421460846824,-0.004659655726745145,0.0061579153391777604,-0.008907310180526823
2021-01-05,0.012674408604811125,-0.0010629940585023118,0.011027279802643996,0.008939421462187817,0.04535021621589661,0.05855913278646417,0.06201731440970656,0.043383632957519624,0.01812037653999204,-0.00010034557877026914,0.0618435639948187,0.01269854335561247
2021-01-06,0.013264430714510802,0.0004377465288468616,-0.02423074010092818,0.010643394034967432,0.17477270939392503,0.07956981082926134,0.08620121128590028,0.1504007657365604,0.040182477161079845,0.002202668540911057,0.10400830972512314,0.02729707604770869
2021-01-07,0.009679796812702828,0.008049290823998283,0.034075631234092546,0.008534463071311255,0.01246324314431502,0.04804701287933995,0.05810017925816701,0.009764671694587413,0.010143704534638191,0.007603676318120618,0.048911836440885786,0.00918624092308689
2021-01-08,0.00286576936205043,0.0020449293408079093,0.006458352608304565,0.0035526447096971107,-0.007003682538939726,0.022803369195866077,0.028535279013580033,-0.004819860056226884,0.001220860711885404,0.0002873772943139026,0.01949750117788211,0.002369595035269458
2021-01-09,,,,,0.08814075491705675,0.010592756199678737,-0.0010207175082075012,0.08853997215599357,,,,
2021-01-10,,,,,-0.026760593955873282,-0.01793112302960119,-0.04047967914439481,-0.02251842400628994,,,,
2021-01-11,-8.806647741709266e-05,0.004521418752779453,-0.001718907812575931,-0.000819200932939386,-0.1287050223078924,-0.09394128637284192,-0.08581266603856941,-0.1310805194700033,-0.02152422578249631,0.002308785983954735,-0.0658793812502739,-0.014784533220389934
2021-01-12,0.003012843574414887,-0.0026103495243498037,-0.024664668210248836,-0.0004105862889272352,-0.01873015718865717,-0.04413855089760771,-0.04552235370931576,-0.024524804356005497,-0.0006109898860971223,-0.0014990154973146823,-0.03563253393803775,-0.002608411417219328
2021-01-13,8.709165777319482e-05,-0.004095897089568319,0.0009543208904150045,0.000753957277248363,0.0823859488799264,0.09627668646108054,0.09666826987594462,0.08442719987874597,0.013803567861465397,-0.0036853354912541585,0.07894174466534408,0.009589172132419626
2021-01-14,0.003088648294878564,0.0001731088667268169,-0.02162848472747625,0.0013257876211578872,0.019721432969461637,0.04848855589596994,0.05577881059525676,0.02515753523475178,0.005860779073975743,0.0015683266546721259,0.03758331278735965,0.0037001150226080594
2021-01-15,-0.010835450462099163,-0.001825727723349963,-0.0022564881712676048,-0.007251864979690026,-0.03879468771114989,-0.052768508087881354,-0.05574736322336583,-0.03901713811496201,-0.015495323336940953,-0.002830274981243809,-0.04906985569575008,-0.01070375082162267
2021-01-16,,,,,0.026781295053940557,-0.005223762640917982,-0.0031351951503452245,0.023045237422658713,,,,
2021-01-17,,,,,0.002929735952032664,-0.011187307760076268,-0.00905556089242018,-0.0004184967063073393,,,,
2021-01-18,,,,,0.025718389419126575,0.021033892739024295,0.023147844830552364,0.02688946219117148,,,,
2021-01-19,0.00728379663203324,0.0031457191036556695,0.017043908031893703,0.006432558401178513,0.009387901143479227,-0.0007986144657083908,0.0074768817203571016,0.009657987434234613,0.007634480717274238,0.00605987138690562,0.005960337652990265,0.006886631553589805
2021-01-20,0.007972222095949907,0.008276628877599335,0.02564623287591201,0.00920415857381803,-0.00588969894780378,-0.009697147680537673,-0.01075433826970015,-0.006549083826291627,0.005661901921990957,0.011267362730743847,-0.003816279413936462,0.007698946568419243
2021-01-21,-0.00735487307514049,-0.007003447698292142,0.0057161534652438225,-0.006001635863623912,-0.12997330223040066,-0.13361709086562712,-0.1443034321094673,-0.13050204642567587,-0.02779127793435051,-0.007856607397711449,-0.11355092081388962,-0.01955236729835037
2021-01-22,-0.0028008371292316966,0.0010893728172400683,-0.0050720438533417775,-0.002460138632831004,0.060561232008807364,0.07016820985347917,0.07725256156770322,0.06119961126853814,0.007759507727108146,0.00030434381065917547,0.061073435384708594,0.004404302851427511
2021-01-23,,,,,-0.0021043045962372054,-0.022359386841328637,-0.023496918548903692,-0.003270537769779981,,,,
2021-01-24,,,,,0.027888783873007285,0.020429473935175524,0.032321214396454814,0.029277624434126976,,,,
2021-01-25,0.0019324605381932259,0.0032124695377348973,0.0009048350200927839,0.003120364399636492,-0.022128620741430138,-0.004592257918610603,-0.008033461378038115,-0.02079479006420268,-0.0020777196750773348,0.003332911523579173,-0.008450597121406882,0.0005124789406224593
2021-01-26,-0.005039220682649927,0.0007965763478469938,-0.010229017630975008,-0.0032966261198824416,-0.002506439651979331,0.005591131974046484,0.010061388859826381,-0.0020344620504348025,-0.004617090510871493,-0.00023324106981738148,0.00416958850483743,-0.003312389497560616
2021-01-27,-0.02581577840422142,-0.02276292695974473,-0.04339401296914814,-0.025303570276499144,-0.07433293275748029,-0.0674336505965807,-0.06786725264447237,-0.07382336168678416,-0.03390197079643124,-0.021549853811877066,-0.06269377689744211,-0.030493546701224228
2021-01-28,0.010643214962448225,0.0006718794726338358,0.02222739126208787,0.009823680975326531,0.09385199353492835,0.09827677939791768,0.09219711908097512,0.09150573903544552,0.024511344724528247,0.0006540462639973519,0.08689329551066136,0.018682183695516223
2021-01-29,-0.01479378312667068,-0.013027860953422258,-0.00596023478075059,-0.013137658707110436,0.02826646477641599,0.021933608036416287,0.027903458357208404,0.02683385149751389,-0.0076170751428229,-0.01171452121933504,0.021024877972129315,-0.008357354625785188
2021-01-30,,,,,0.07294494996215131,-0.0025967126160965593,-0.002037756281434985,0.05211993205510117,,,,
2021-01-31,,,,,-0.016892319482285013,-0.0327861081539454,-0.035911026478143364,-0.02046340634497381,,,,
2021-02-01,0.008517686014717273,0.001285950543437697,0.014290328732163987,0.007923436569336506,0.018638160220836718,0.01523721786872821,0.036384080078350006,0.02355559680486131,0.010204431715737181,0.0013463995724185193,0.022660787180008343,0.008900117886361683
2021-02-02,0.017473889706152945,0.007654119908053253,0.025541336740384186,0.015943897566278866,0.04105192217355688,0.0529537424382367,0.07737614901301329,0.04289657927624419,0.0214035617840536,0.00718120421686614,0.051117342436031,0.018393447508735263
2021-02-03,0.0019027846101926735,-0.0030385318642877973,-0.011750135452588397,-0.0011602322794912769,0.0470529366919517,0.04786973283877271,0.06926990468244025,0.047845392615155365,0.009427809957152509,-0.0037776422247384474,0.03693526103200215,0.00389480601528613
2021-02-04,0.009138734300265725,0.0017417945632215654,-0.012781537839221183,0.007963781754790154,-0.017631563926056235,-0.018996326484038276,-0.023084709185619393,-0.022289008370534606,0.004677017929212064,0.0011920190953665488,-0.016288128458318268,0.004974018152692517
2021-02-05,0.006317001689045663,0.008862314772892989,-0.005034376515167593,0.007000712050301002,0.08420520824667656,0.05138693288083984,0.06634173780188705,0.08247728631867837,0.01929836944865081,0.011622118848734101,0.03393178507559853,0.015261256121257356
2021-02-06,,,,,0.02224549467936311,0.024933582321182608,0.02093374660246742,0.018503181452190008,,,,
2021-02-07,,,,,-0.0031776159818694086,-0.014173015705591211,-0.014578584884091578,-0.004419546954779972,,,,
